8,528,515,970,965,161,0,0
14,28,18,459,460,162,0,0
192,534,13,960,481,162,0,0
98,28,18,459,460,164,0,0
191,520,527,988,959,167,0,0
31,24,513,482,983,170,0,0
44,14,10,483,460,172,0,0
120,537,528,984,981,173,0,0
122,520,27,988,459,173,0,0
142,513,510,973,986,173,0,0
78,534,513,960,981,175,0,0
150,530,516,985,964,176,0,0
67,536,23,960,464,177,0,0
122,531,15,968,463,179,0,0
191,510,538,975,967,181,0,0
157,34,13,460,481,184,0,0
98,39,13,469,484,185,0,0
150,533,537,960,979,185,0,0
14,528,515,970,965,186,0,0
23,528,515,970,965,186,0,0
151,538,26,978,463,187,0,0
8,517,527,973,961,188,0,0
193,34,13,460,481,188,0,0
87,524,13,982,483,190,0,0
179,34,13,460,481,190,0,0
34,28,522,465,964,192,0,0
142,536,523,960,964,192,0,0
80,38,523,459,960,193,0,0
36,526,532,981,961,194,0,0
23,528,18,959,460,195,0,0
65,524,513,982,983,195,0,0
120,34,513,460,981,199,0,0
191,526,532,981,961,199,0,0
191,538,523,959,960,201,0,0
179,31,515,468,963,202,0,0
192,534,513,960,981,202,0,0
48,528,18,959,460,203,0,0
123,533,537,960,979,203,0,0
116,524,13,982,483,204,0,0
116,12,532,488,983,204,0,0
175,19,521,460,977,205,0,0
78,517,527,973,961,206,0,0
167,534,13,960,481,206,0,0
193,539,513,969,984,206,0,0
124,535,521,966,976,209,0,0
150,512,532,988,983,209,0,0
124,529,517,969,968,210,0,0
179,524,13,982,483,210,0,0
67,510,38,975,467,212,0,0
44,28,15,470,465,215,0,0
130,519,21,960,477,215,0,0
42,514,12,980,477,218,0,0
83,34,13,460,481,219,0,0
82,28,518,459,960,220,0,0
171,537,28,984,481,220,0,0
14,539,518,972,966,223,0,0
191,517,527,973,961,224,0,0
4,14,512,480,977,225,0,0
175,38,526,478,963,225,0,0
187,524,521,979,976,226,0,0
8,514,512,980,977,227,0,0
146,531,524,963,965,227,0,0
7,534,13,960,481,228,0,0
55,17,527,473,961,228,0,0
124,539,513,969,984,228,0,0
87,28,518,459,960,229,0,0
6,34,13,460,481,230,0,0
4,524,13,982,483,231,0,0
87,29,517,469,968,231,0,0
33,531,515,968,963,232,0,0
78,518,520,971,982,233,0,0
82,24,513,482,983,235,0,0
151,518,25,980,479,235,0,0
130,528,18,959,460,236,0,0
67,34,13,460,481,238,0,0
98,35,21,466,476,238,0,0
123,514,512,980,977,239,0,0
55,28,518,459,960,240,0,0
146,512,531,962,979,240,0,0
171,34,13,460,481,240,0,0
23,24,13,482,483,242,0,0
4,33,537,460,979,243,0,0
116,14,518,461,971,243,0,0
116,534,513,960,981,243,0,0
175,29,517,469,968,243,0,0
120,531,524,963,965,244,0,0
53,528,522,965,964,245,0,0
78,34,513,460,981,245,0,0
33,513,510,973,986,246,0,0
122,518,20,971,482,246,0,0
172,18,525,480,979,246,0,0
23,28,518,459,960,249,0,0
54,34,513,460,981,249,0,0
149,535,509,964,967,249,0,0
34,17,527,473,961,250,0,0
33,530,511,988,963,252,0,0
8,519,521,960,977,253,0,0
179,28,518,459,960,253,0,0
34,35,521,466,976,254,0,0
44,10,38,475,467,254,0,0
4,524,513,982,983,255,0,0
53,515,530,965,960,255,0,0
80,20,527,488,959,256,0,0
14,24,513,482,983,257,0,0
192,20,527,488,959,258,0,0
53,534,13,960,481,259,0,0
179,12,532,488,983,259,0,0
149,534,13,960,481,260,0,0
8,537,528,984,981,261,0,0
115,38,26,478,463,261,0,0
67,534,13,960,481,262,0,0
69,18,20,471,482,262,0,0
8,539,518,972,966,269,0,0
42,534,13,960,481,271,0,0
146,528,518,959,960,273,0,0
34,37,528,484,981,276,0,0
50,531,15,968,463,276,0,0
53,517,527,973,961,278,0,0
163,524,513,982,983,278,0,0
64,534,513,960,981,280,0,0
80,28,518,459,960,281,0,0
80,12,531,462,979,281,0,0
116,35,521,466,976,282,0,0
171,521,29,979,459,282,0,0
53,539,518,972,966,283,0,0
33,514,518,961,971,284,0,0
69,13,10,473,486,285,0,0
34,30,516,485,964,287,0,0
50,534,513,960,981,287,0,0
54,38,23,459,460,287,0,0
53,519,521,960,977,288,0,0
55,39,518,472,966,290,0,0
196,34,13,460,481,290,0,0
22,534,13,960,481,292,0,0
179,39,518,472,966,293,0,0
44,534,13,960,481,294,0,0
64,39,18,472,466,294,0,0
8,538,526,978,963,296,0,0
50,534,13,960,481,296,0,0
42,531,24,963,465,298,0,0
116,534,13,960,481,298,0,0
123,524,521,979,976,299,0,0
192,37,528,484,981,299,0,0
150,524,521,979,976,300,0,0
53,24,513,482,983,302,0,0
42,519,21,960,477,303,0,0
64,534,13,960,481,303,0,0
78,528,518,959,960,303,0,0
53,512,531,962,979,304,0,0
116,12,531,462,979,304,0,0
115,11,14,485,481,312,0,0
116,26,532,481,961,316,0,0
24,524,13,982,483,319,0,0
120,524,521,979,976,319,0,0
90,34,13,460,481,321,0,0
115,35,21,466,476,321,0,0
175,534,513,960,981,321,0,0
192,24,13,482,483,322,0,0
4,18,520,471,982,324,0,0
23,515,530,965,960,324,0,0
124,519,521,960,977,325,0,0
128,24,13,482,483,325,0,0
23,524,513,982,983,327,0,0
36,538,523,959,960,327,0,0
99,534,13,960,481,327,0,0
124,535,509,964,967,327,0,0
88,24,513,482,983,330,0,0
13,34,13,460,481,331,0,0
53,528,515,970,965,335,0,0
54,28,15,470,465,335,0,0
69,19,21,460,477,335,0,0
157,20,527,488,959,335,0,0
171,528,22,965,464,336,0,0
36,515,530,965,960,337,0,0
39,34,513,460,981,337,0,0
53,34,13,460,481,340,0,0
130,528,518,959,960,340,0,0
164,28,18,459,460,340,0,0
31,35,509,464,967,342,0,0
31,524,513,982,983,342,0,0
50,528,22,965,464,342,0,0
62,24,513,482,983,342,0,0
124,512,531,962,979,343,0,0
157,35,521,466,976,345,0,0
44,12,31,462,479,346,0,0
31,39,513,469,984,347,0,0
23,34,513,460,981,349,0,0
191,518,525,980,979,351,0,0
122,24,13,482,483,352,0,0
54,35,21,466,476,353,0,0
150,24,13,482,483,354,0,0
54,20,27,488,459,356,0,0
80,524,513,982,983,356,0,0
157,39,513,469,984,357,0,0
36,534,13,960,481,358,0,0
14,539,513,969,984,359,0,0
44,18,20,471,482,362,0,0
116,13,510,473,986,362,0,0
192,24,521,479,976,362,0,0
69,18,25,480,479,363,0,0
80,34,513,460,981,363,0,0
54,12,31,462,479,364,0,0
53,535,509,964,967,365,0,0
55,534,513,960,981,366,0,0
115,24,21,479,476,366,0,0
150,518,520,971,982,366,0,0
157,34,513,460,981,366,0,0
87,26,532,481,961,367,0,0
53,531,524,963,965,370,0,0
142,529,517,969,968,370,0,0
80,34,13,460,481,372,0,0
111,534,13,960,481,373,0,0
130,517,27,973,461,375,0,0
31,28,522,465,964,377,0,0
24,538,523,959,960,378,0,0
122,511,14,985,481,379,0,0
171,530,16,985,464,379,0,0
67,513,10,973,486,382,0,0
135,34,13,460,481,382,0,0
122,531,24,963,465,387,0,0
123,510,538,975,967,388,0,0
191,535,509,964,967,388,0,0
14,520,516,961,982,390,0,0
34,33,537,460,979,390,0,0
8,538,523,959,960,391,0,0
23,514,510,983,960,394,0,0
187,528,522,965,964,394,0,0
150,534,513,960,981,395,0,0
76,524,13,982,483,396,0,0
87,18,520,471,982,397,0,0
130,520,16,961,482,398,0,0
172,534,513,960,981,398,0,0
130,519,13,978,487,399,0,0
157,524,513,982,983,400,0,0
36,34,513,460,981,401,0,0
112,528,518,959,960,401,0,0
142,537,528,984,981,402,0,0
8,34,513,460,981,407,0,0
34,28,518,459,960,407,0,0
87,17,527,473,961,407,0,0
7,524,13,982,483,410,0,0
53,28,18,459,460,410,0,0
54,39,18,472,466,410,0,0
122,526,32,981,461,410,0,0
64,33,37,460,479,413,0,0
171,24,513,482,983,413,0,0
67,526,32,981,461,415,0,0
69,14,12,480,477,415,0,0
172,38,526,478,963,417,0,0
116,19,521,460,977,422,0,0
122,535,9,964,467,424,0,0
4,26,532,481,961,425,0,0
53,513,510,973,986,426,0,0
98,31,15,468,463,426,0,0
172,24,513,482,983,426,0,0
34,28,515,470,965,428,0,0
67,539,13,969,484,429,0,0
69,30,16,485,464,429,0,0
116,18,525,480,979,429,0,0
64,24,13,482,483,431,0,0
80,14,510,483,960,431,0,0
44,36,23,460,464,432,0,0
8,539,513,969,984,433,0,0
130,34,13,460,481,433,0,0
179,10,538,475,967,436,0,0
149,514,512,980,977,438,0,0
175,24,521,479,976,438,0,0
23,519,513,978,987,440,0,0
64,29,17,469,468,440,0,0
172,534,13,960,481,445,0,0
42,510,38,975,467,448,0,0
122,514,12,980,477,452,0,0
171,538,23,959,460,452,0,0
116,38,523,459,960,453,0,0
33,24,513,482,983,457,0,0
191,530,516,985,964,457,0,0
151,537,28,984,481,459,0,0
23,524,13,982,483,460,0,0
122,512,31,962,479,461,0,0
191,24,13,482,483,462,0,0
24,524,521,979,976,465,0,0
122,533,37,960,479,466,0,0
175,524,13,982,483,466,0,0
23,538,526,978,963,468,0,0
24,535,509,964,967,470,0,0
120,513,510,973,986,473,0,0
123,534,513,960,981,473,0,0
42,512,32,988,483,474,0,0
42,536,23,960,464,474,0,0
53,536,523,960,964,474,0,0
23,533,537,960,979,475,0,0
123,528,515,970,965,475,0,0
54,24,13,482,483,476,0,0
149,512,531,962,979,476,0,0
116,28,515,470,965,478,0,0
14,34,513,460,981,481,0,0
78,528,18,959,460,481,0,0
54,19,21,460,477,482,0,0
67,528,18,959,460,482,0,0
87,39,518,472,966,482,0,0
142,531,524,963,965,482,0,0
151,534,13,960,481,482,0,0
61,534,13,960,481,484,0,0
31,18,525,480,979,486,0,0
142,534,513,960,981,486,0,0
55,35,521,466,976,487,0,0
122,539,18,972,466,488,0,0
54,38,26,478,463,489,0,0
115,14,12,480,477,489,0,0
8,520,527,988,959,490,0,0
80,36,523,460,964,491,0,0
116,28,18,459,460,492,0,0
88,28,518,459,960,493,0,0
122,514,10,983,460,494,0,0
150,34,13,460,481,494,0,0
130,518,20,971,482,495,0,0
24,528,522,965,964,498,0,0
67,529,17,969,468,498,0,0
191,24,513,482,983,498,0,0
149,537,528,984,981,499,0,0
23,521,529,979,959,500,0,0
14,521,529,979,959,501,0,0
53,511,514,985,981,503,0,0
69,534,13,960,481,506,0,0
116,37,528,484,981,506,0,0
171,519,21,960,477,506,0,0
105,534,513,960,981,507,0,0
50,524,13,982,483,508,0,0
15,528,18,959,460,509,0,0
80,38,526,478,963,510,0,0
171,538,26,978,463,511,0,0
50,531,24,963,465,512,0,0
124,536,523,960,964,512,0,0
171,520,27,988,459,512,0,0
24,539,518,972,966,513,0,0
175,34,13,460,481,515,0,0
14,538,523,959,960,518,0,0
193,535,509,964,967,519,0,0
69,31,15,468,463,520,0,0
34,18,520,471,982,523,0,0
124,520,527,988,959,523,0,0
151,539,18,972,466,524,0,0
4,534,13,960,481,525,0,0
67,520,27,988,459,528,0,0
172,28,522,465,964,528,0,0
175,28,518,459,960,528,0,0
23,34,13,460,481,529,0,0
8,526,532,981,961,530,0,0
122,518,25,980,479,530,0,0
146,538,526,978,963,531,0,0
69,37,28,484,481,532,0,0
157,38,523,459,960,533,0,0
8,24,513,482,983,538,0,0
23,514,512,980,977,540,0,0
51,534,13,960,481,540,0,0
150,538,523,959,960,541,0,0
56,34,13,460,481,542,0,0
130,510,38,975,467,542,0,0
42,524,13,982,483,545,0,0
78,526,532,981,961,545,0,0
172,34,513,460,981,545,0,0
124,524,521,979,976,546,0,0
191,536,523,960,964,546,0,0
76,535,9,964,467,547,0,0
34,35,509,464,967,549,0,0
116,31,524,463,965,549,0,0
53,528,518,959,960,551,0,0
122,524,513,982,983,551,0,0
78,510,538,975,967,552,0,0
157,31,524,463,965,554,0,0
171,511,14,985,481,556,0,0
23,534,513,960,981,557,0,0
115,28,18,459,460,557,0,0
116,21,529,479,959,557,0,0
140,24,13,482,483,558,0,0
50,528,18,959,460,559,0,0
24,533,537,960,979,561,0,0
116,524,513,982,983,561,0,0
192,17,527,473,961,561,0,0
36,519,521,960,977,564,0,0
98,534,513,960,981,564,0,0
112,534,513,960,981,564,0,0
116,20,516,461,982,565,0,0
175,18,520,471,982,565,0,0
191,533,537,960,979,568,0,0
53,518,520,971,982,569,0,0
42,526,32,981,461,571,0,0
131,524,513,982,983,571,0,0
179,35,509,464,967,571,0,0
171,528,518,959,960,573,0,0
192,39,518,472,966,573,0,0
123,528,518,959,960,575,0,0
36,528,518,959,960,578,0,0
130,539,18,972,466,579,0,0
171,526,32,981,461,580,0,0
179,26,532,481,961,580,0,0
150,24,513,482,983,582,0,0
24,520,527,988,959,583,0,0
64,18,20,471,482,583,0,0
78,535,509,964,967,585,0,0
64,38,26,478,463,586,0,0
151,533,37,960,479,587,0,0
171,536,23,960,464,588,0,0
175,24,513,482,983,589,0,0
8,531,524,963,965,591,0,0
87,14,512,480,977,594,0,0
149,519,521,960,977,595,0,0
151,513,10,973,486,596,0,0
175,24,13,482,483,596,0,0
69,12,31,462,479,600,0,0
172,14,510,483,960,600,0,0
42,534,513,960,981,601,0,0
171,515,30,965,460,602,0,0
65,534,513,960,981,604,0,0
115,23,17,475,470,604,0,0
150,34,513,460,981,604,0,0
130,533,37,960,479,605,0,0
120,510,538,975,967,607,0,0
179,37,528,484,981,607,0,0
130,530,11,988,463,609,0,0
4,35,509,464,967,610,0,0
116,29,517,469,968,610,0,0
116,20,527,488,959,610,0,0
120,34,13,460,481,611,0,0
133,34,513,460,981,611,0,0
175,14,512,480,977,611,0,0
121,534,13,960,481,612,0,0
146,34,513,460,981,613,0,0
54,524,513,982,983,614,0,0
198,24,513,482,983,614,0,0
14,524,513,982,983,615,0,0
123,524,513,982,983,615,0,0
142,514,512,980,977,615,0,0
116,24,521,479,976,616,0,0
120,533,537,960,979,617,0,0
122,519,13,978,487,617,0,0
157,12,532,488,983,618,0,0
55,18,525,480,979,622,0,0
151,515,30,965,460,624,0,0
87,31,515,468,963,626,0,0
179,14,512,480,977,626,0,0
157,30,516,485,964,629,0,0
157,29,517,469,968,630,0,0
78,530,511,988,963,632,0,0
69,17,27,473,461,635,0,0
115,24,13,482,483,636,0,0
8,524,13,982,483,637,0,0
44,534,513,960,981,637,0,0
193,539,518,972,966,637,0,0
54,28,22,465,464,638,0,0
54,18,25,480,479,639,0,0
24,518,520,971,982,640,0,0
33,510,538,975,967,640,0,0
191,528,515,970,965,640,0,0
110,34,513,460,981,641,0,0
44,30,16,485,464,643,0,0
8,534,13,960,481,644,0,0
67,519,21,960,477,644,0,0
33,530,516,985,964,645,0,0
15,534,13,960,481,646,0,0
64,37,28,484,481,648,0,0
115,20,27,488,459,649,0,0
157,534,513,960,981,651,0,0
64,17,27,473,461,653,0,0
149,34,513,460,981,654,0,0
55,31,524,463,965,657,0,0
87,37,528,484,981,657,0,0
116,15,530,465,960,657,0,0
54,28,18,459,460,658,0,0
171,524,21,979,476,658,0,0
14,528,518,959,960,659,0,0
53,530,511,988,963,659,0,0
142,519,521,960,977,659,0,0
179,24,521,479,976,659,0,0
122,524,13,982,483,660,0,0
36,539,513,969,984,662,0,0
123,531,524,963,965,665,0,0
172,28,518,459,960,665,0,0
192,28,518,459,960,665,0,0
83,24,13,482,483,666,0,0
157,13,510,473,986,667,0,0
14,528,18,959,460,669,0,0
87,36,523,460,964,671,0,0
78,524,513,982,983,672,0,0
118,34,513,460,981,672,0,0
171,517,27,973,461,672,0,0
157,534,13,960,481,674,0,0
142,539,518,972,966,675,0,0
150,528,515,970,965,675,0,0
157,39,518,472,966,676,0,0
87,31,524,463,965,677,0,0
67,538,26,978,463,678,0,0
123,518,525,980,979,679,0,0
34,38,523,459,960,680,0,0
54,13,10,473,486,683,0,0
112,524,513,982,983,683,0,0
179,38,523,459,960,683,0,0
191,524,13,982,483,683,0,0
149,530,516,985,964,686,0,0
191,513,510,973,986,686,0,0
34,10,538,475,967,687,0,0
115,14,18,461,471,688,0,0
33,28,18,459,460,690,0,0
53,524,13,982,483,690,0,0
78,539,518,972,966,691,0,0
175,34,513,460,981,691,0,0
78,530,516,985,964,693,0,0
115,34,513,460,981,693,0,0
34,524,513,982,983,694,0,0
87,18,525,480,979,694,0,0
115,17,27,473,461,694,0,0
78,539,513,969,984,699,0,0
98,31,24,463,465,700,0,0
50,535,21,966,476,702,0,0
175,20,527,488,959,702,0,0
42,528,18,959,460,705,0,0
142,512,532,988,983,705,0,0
4,38,523,459,960,707,0,0
115,28,22,465,464,707,0,0
157,524,13,982,483,709,0,0
23,539,518,972,966,710,0,0
140,28,18,459,460,710,0,0
116,38,526,478,963,711,0,0
78,530,531,986,979,713,0,0
120,514,510,983,960,714,0,0
78,24,513,482,983,715,0,0
192,18,520,471,982,715,0,0
96,34,513,460,981,716,0,0
23,520,527,988,959,717,0,0
171,518,20,971,482,718,0,0
54,31,15,468,463,720,0,0
183,34,513,460,981,721,0,0
187,531,515,968,963,721,0,0
14,515,530,965,960,724,0,0
33,520,516,961,982,725,0,0
172,12,531,462,979,726,0,0
191,529,517,969,968,727,0,0
113,34,513,460,981,728,0,0
42,538,23,959,460,729,0,0
55,39,513,469,984,729,0,0
149,534,513,960,981,729,0,0
193,524,521,979,976,732,0,0
23,531,515,968,963,733,0,0
171,519,13,978,487,733,0,0
120,520,527,988,959,734,0,0
120,515,530,965,960,736,0,0
24,34,513,460,981,738,0,0
179,28,522,465,964,738,0,0
33,539,518,972,966,741,0,0
120,518,525,980,979,741,0,0
171,530,11,988,463,742,0,0
23,513,510,973,986,745,0,0
69,24,21,479,476,745,0,0
34,13,510,473,986,746,0,0
55,34,13,460,481,746,0,0
123,520,527,988,959,746,0,0
130,514,12,980,477,746,0,0
4,18,525,480,979,747,0,0
33,535,521,966,976,747,0,0
54,30,16,485,464,748,0,0
82,34,513,460,981,748,0,0
149,524,521,979,976,749,0,0
24,534,513,960,981,751,0,0
27,34,513,460,981,751,0,0
67,530,16,985,464,751,0,0
120,531,515,968,963,751,0,0
149,538,523,959,960,751,0,0
176,524,13,982,483,751,0,0
31,38,526,478,963,753,0,0
122,523,17,975,470,754,0,0
124,528,515,970,965,755,0,0
192,12,532,488,983,755,0,0
124,531,524,963,965,758,0,0
23,511,514,985,981,762,0,0
123,519,521,960,977,762,0,0
193,534,13,960,481,764,0,0
8,530,516,985,964,765,0,0
23,520,516,961,982,766,0,0
54,36,23,460,464,766,0,0
78,518,525,980,979,768,0,0
33,538,526,978,963,769,0,0
130,530,16,985,464,772,0,0
122,515,30,965,460,773,0,0
142,533,537,960,979,773,0,0
24,512,532,988,983,774,0,0
24,535,521,966,976,775,0,0
87,39,513,469,984,775,0,0
122,528,518,959,960,775,0,0
120,524,13,982,483,776,0,0
33,530,531,986,979,777,0,0
130,521,29,979,459,777,0,0
24,536,523,960,964,779,0,0
192,36,523,460,964,780,0,0
8,528,518,959,960,781,0,0
145,34,13,460,481,781,0,0
87,34,513,460,981,782,0,0
130,529,17,969,468,782,0,0
137,534,513,960,981,782,0,0
122,28,518,459,960,785,0,0
193,528,518,959,960,785,0,0
4,15,530,465,960,786,0,0
44,38,23,459,460,786,0,0
14,24,13,482,483,790,0,0
44,39,13,469,484,791,0,0
69,534,513,960,981,792,0,0
171,510,38,975,467,792,0,0
192,12,531,462,979,793,0,0
33,524,521,979,976,795,0,0
141,534,13,960,481,795,0,0
69,29,17,469,468,798,0,0
33,537,528,984,981,799,0,0
150,518,525,980,979,799,0,0
146,34,13,460,481,800,0,0
34,12,531,462,979,801,0,0
124,515,530,965,960,801,0,0
34,34,13,460,481,802,0,0
149,514,510,983,960,802,0,0
36,531,524,963,965,803,0,0
123,34,13,460,481,803,0,0
23,529,517,969,968,805,0,0
4,30,516,485,964,808,0,0
36,518,525,980,979,808,0,0
14,534,513,960,981,809,0,0
44,34,513,460,981,811,0,0
33,28,518,459,960,816,0,0
87,15,530,465,960,818,0,0
42,24,513,482,983,821,0,0
14,514,510,983,960,822,0,0
8,524,513,982,983,823,0,0
67,524,13,982,483,824,0,0
130,534,513,960,981,825,0,0
151,520,27,988,459,825,0,0
149,539,518,972,966,828,0,0
172,34,13,460,481,828,0,0
14,529,517,969,968,829,0,0
122,530,16,985,464,829,0,0
130,518,25,980,479,829,0,0
23,538,523,959,960,830,0,0
69,10,38,475,467,830,0,0
78,513,510,973,986,830,0,0
85,534,513,960,981,834,0,0
29,34,513,460,981,835,0,0
31,12,532,488,983,835,0,0
142,538,526,978,963,836,0,0
33,528,18,959,460,837,0,0
179,30,516,485,964,837,0,0
182,534,13,960,481,838,0,0
7,528,18,959,460,840,0,0
175,15,530,465,960,841,0,0
146,518,525,980,979,843,0,0
115,38,23,459,460,845,0,0
8,531,515,968,963,846,0,0
53,521,529,979,959,846,0,0
98,17,27,473,461,847,0,0
179,35,521,466,976,847,0,0
179,15,530,465,960,847,0,0
181,28,518,459,960,847,0,0
34,19,521,460,977,849,0,0
80,524,13,982,483,849,0,0
36,520,527,988,959,850,0,0
43,528,18,959,460,850,0,0
44,28,18,459,460,850,0,0
36,34,13,460,481,851,0,0
87,24,513,482,983,851,0,0
151,524,513,982,983,851,0,0
34,24,521,479,976,852,0,0
64,524,13,982,483,852,0,0
192,14,510,483,960,853,0,0
69,524,13,982,483,854,0,0
124,528,522,965,964,854,0,0
163,528,518,959,960,854,0,0
44,33,37,460,479,855,0,0
120,524,513,982,983,856,0,0
36,534,513,960,981,857,0,0
69,31,24,463,465,857,0,0
179,19,521,460,977,859,0,0
89,534,513,960,981,861,0,0
192,39,513,469,984,864,0,0
80,24,521,479,976,866,0,0
125,534,513,960,981,870,0,0
80,14,512,480,977,874,0,0
115,14,10,483,460,875,0,0
14,517,527,973,961,876,0,0
157,17,527,473,961,876,0,0
175,35,509,464,967,876,0,0
23,530,511,988,963,877,0,0
31,34,13,460,481,877,0,0
87,20,527,488,959,877,0,0
124,524,513,982,983,877,0,0
116,528,518,959,960,878,0,0
172,17,527,473,961,878,0,0
78,535,521,966,976,879,0,0
36,524,513,982,983,880,0,0
122,528,15,970,465,881,0,0
181,34,513,460,981,882,0,0
151,510,38,975,467,886,0,0
179,29,517,469,968,889,0,0
72,534,513,960,981,890,0,0
116,14,512,480,977,891,0,0
8,535,509,964,967,895,0,0
146,517,527,973,961,895,0,0
124,24,513,482,983,897,0,0
4,24,521,479,976,898,0,0
66,34,13,460,481,898,0,0
87,19,521,460,977,898,0,0
33,34,13,460,481,899,0,0
115,15,30,465,460,899,0,0
130,538,23,959,460,900,0,0
52,534,513,960,981,901,0,0
36,533,537,960,979,902,0,0
4,34,513,460,981,903,0,0
42,539,13,969,484,904,0,0
146,524,513,982,983,904,0,0
142,24,513,482,983,906,0,0
150,538,526,978,963,906,0,0
79,528,18,959,460,907,0,0
150,519,521,960,977,907,0,0
151,534,513,960,981,909,0,0
