22,514,536,965,973,0,0,0.453233
22,519,521,987,976,0,0,0.453138
50,523,35,979,489,1,0,0.491126
50,539,39,982,470,2,0,0.397718
25,17,534,467,984,3,0,0.495006
49,527,522,986,987,3,0,0.488454
35,25,29,478,486,4,0,0.479293
36,38,513,483,961,4,0,0.470919
22,520,27,971,480,6,0,0.462839
36,21,537,478,985,7,0,0.424735
37,25,529,478,986,7,0,0.479641
48,519,537,968,972,8,0,0.446781
35,20,527,471,980,10,0,0.448108
31,21,514,478,984,13,0,0.488346
35,25,529,478,986,13,0,0.416707
49,20,27,471,480,13,0,0.462448
25,25,513,472,968,14,0,0.499546
25,29,513,459,983,15,0,0.416665
49,533,526,965,962,16,0,0.381269
18,525,529,978,986,18,0,0.471832
31,25,523,488,973,18,0,0.426551
8,17,34,467,484,21,0,0.469345
11,25,29,478,486,23,0,0.478137
8,19,14,474,461,25,0,0.454936
49,525,529,978,986,25,0,0.411935
49,531,534,979,975,25,0,0.183767
37,521,37,978,485,26,0,0.462542
47,25,29,478,486,26,0,0.459047
49,20,527,471,980,27,0,0.40409
28,25,29,478,486,28,0,0.477306
31,25,526,475,982,29,0,0.190268
31,23,535,482,973,32,0,0.182627
37,523,35,979,489,32,0,0.188544
49,525,29,978,486,33,0,0.41804
25,520,527,971,980,35,0,0.429366
50,533,26,965,462,35,0,0.409527
8,22,25,468,464,37,0,0.183495
35,25,23,488,473,37,0,0.41475
36,35,529,485,975,37,0,0.404096
48,529,513,959,983,37,0,0.447441
16,25,529,478,986,38,0,0.472614
31,33,531,476,979,38,0,0.184016
37,514,31,969,477,38,0,0.408899
50,519,37,968,472,38,0,0.426403
35,19,14,474,461,39,0,0.418979
36,19,540,476,981,40,0,0.419725
37,522,31,980,485,40,0,0.191154
48,532,541,977,970,40,0,0.407394
37,19,540,476,981,42,0,0.424686
35,23,35,482,473,44,0,0.187903
49,523,535,982,973,44,0,0.406823
22,521,517,965,982,45,0,0.452221
37,519,40,976,481,45,0,0.185345
37,520,527,971,980,45,0,0.447195
50,537,20,983,481,46,0,0.422037
50,525,29,978,486,47,0,0.420981
22,523,535,979,989,48,0,0.450794
37,519,37,968,472,48,0,0.180044
36,33,531,476,979,49,0,0.399494
6,25,29,478,486,50,0,0.472079
8,38,13,483,461,50,0,0.420238
36,520,27,971,480,50,0,0.465414
50,539,35,988,469,50,0,0.178694
50,522,25,968,464,53,0,0.183129
36,29,513,459,983,58,0,0.419676
36,525,529,978,986,58,0,0.42517
6,24,38,467,476,60,0,0.391095
8,39,35,488,469,60,0,0.179194
36,25,524,459,965,61,0,0.176433
37,522,25,968,464,61,0,0.44128
