8,533,537,960,979,0,0,0,0
5,534,513,960,981,1,0,0,1
4,17,527,473,961,2,0,0,1
4,12,531,462,979,3,0,0,1
4,28,522,465,964,4,0,0,1
8,512,532,988,983,5,0,0,1
4,38,526,478,963,6,0,0,1
8,518,520,971,982,7,0,0,1
8,535,521,966,976,8,0,0,1
8,528,515,970,965,9,0,0,1
8,517,527,973,961,10,0,0,1
7,534,13,960,481,11,0,0,1
8,514,512,980,977,12,0,0,1
4,14,512,480,977,13,0,0,1
4,524,13,982,483,14,0,0,1
6,34,13,460,481,15,0,0,1
4,33,537,460,979,16,0,0,1
4,524,513,982,983,17,0,0,1
8,519,521,960,977,18,0,0,1
8,537,528,984,981,19,0,0,1
8,539,518,972,966,20,0,0,1
8,538,526,978,963,21,0,0,1
4,18,520,471,982,22,0,0,1
8,538,523,959,960,23,0,0,1
8,34,513,460,981,24,0,0,1
7,524,13,982,483,25,0,0,1
4,26,532,481,961,26,0,0,1
8,539,513,969,984,27,0,0,1
8,520,527,988,959,28,0,0,1
8,526,532,981,961,29,0,0,1
4,534,13,960,481,30,0,0,1
8,24,513,482,983,31,0,0,1
8,531,524,963,965,32,0,0,1
4,35,509,464,967,33,0,0,1
8,524,13,982,483,34,0,0,1
8,534,13,960,481,35,0,0,1
4,38,523,459,960,36,0,0,1
4,18,525,480,979,37,0,0,1
8,530,516,985,964,38,0,0,1
4,15,530,465,960,39,0,0,1
8,528,518,959,960,40,0,0,1
4,30,516,485,964,41,0,0,1
8,524,513,982,983,42,0,0,1
8,531,515,968,963,43,0,0,1
7,528,18,959,460,44,0,0,1
8,535,509,964,967,45,0,0,1
4,24,521,479,976,46,0,0,1
4,34,513,460,981,47,0,0,1
4,31,524,463,965,48,0,0,1
4,35,521,466,976,49,0,0,1
4,10,538,475,967,50,0,0,1
15,524,13,982,483,51,0,0,1
23,518,520,971,982,52,0,0,1
23,528,522,965,964,53,0,0,1
23,24,513,482,983,54,0,0,1
14,520,527,988,959,55,0,0,1
21,34,13,460,481,56,0,0,1
14,28,18,459,460,57,0,0,1
14,528,515,970,965,58,0,0,1
23,528,515,970,965,59,0,0,1
23,528,18,959,460,60,0,0,1
14,539,518,972,966,61,0,0,1
23,24,13,482,483,62,0,0,1
23,28,518,459,960,63,0,0,1
14,24,513,482,983,64,0,0,1
22,534,13,960,481,65,0,0,1
23,515,530,965,960,66,0,0,1
23,524,513,982,983,67,0,0,1
13,34,13,460,481,68,0,0,1
23,34,513,460,981,69,0,0,1
14,539,513,969,984,70,0,0,1
14,520,516,961,982,71,0,0,1
23,514,510,983,960,72,0,0,1
23,519,513,978,987,73,0,0,1
23,524,13,982,483,74,0,0,1
23,533,537,960,979,75,0,0,1
23,538,526,978,963,76,0,0,1
14,34,513,460,981,77,0,0,1
14,521,529,979,959,78,0,0,1
23,521,529,979,959,79,0,0,1
15,528,18,959,460,80,0,0,1
14,538,523,959,960,81,0,0,1
23,34,13,460,481,82,0,0,1
23,514,512,980,977,83,0,0,1
23,534,513,960,981,84,0,0,1
14,524,513,982,983,85,0,0,1
15,534,13,960,481,86,0,0,1
14,528,518,959,960,87,0,0,1
14,528,18,959,460,88,0,0,1
23,539,518,972,966,89,0,0,1
14,515,530,965,960,90,0,0,1
23,520,527,988,959,91,0,0,1
23,531,515,968,963,92,0,0,1
23,513,510,973,986,93,0,0,1
23,511,514,985,981,94,0,0,1
23,520,516,961,982,95,0,0,1
14,24,13,482,483,96,0,0,1
14,534,513,960,981,97,0,0,1
23,529,517,969,968,98,0,0,1
14,514,510,983,960,99,0,0,1
14,529,517,969,968,100,0,0,1
23,538,523,959,960,101,0,0,1
23,530,511,988,963,102,0,0,1
14,517,527,973,961,103,0,0,1
23,535,509,964,967,104,0,0,1
23,512,532,988,983,105,0,0,1
14,34,13,460,481,106,0,0,1
14,534,13,960,481,107,0,0,1
14,524,521,979,976,108,0,0,1
23,530,531,986,979,109,0,0,1
14,535,521,966,976,110,0,0,1
14,28,518,459,960,111,0,0,1
23,534,13,960,481,112,0,0,1
14,531,524,963,965,113,0,0,1
14,530,516,985,964,114,0,0,1
14,519,521,960,977,115,0,0,1
14,510,538,975,967,116,0,0,1
14,518,520,971,982,117,0,0,1
24,24,13,482,483,118,0,0,1
31,36,523,460,964,119,0,0,1
24,34,13,460,481,120,0,0,1
24,519,521,960,977,121,0,0,1
24,512,531,962,979,122,0,0,1
31,39,518,472,966,123,0,0,1
31,12,531,462,979,124,0,0,1
31,14,510,483,960,125,0,0,1
31,24,513,482,983,126,0,0,1
24,524,13,982,483,127,0,0,1
31,35,509,464,967,128,0,0,1
31,524,513,982,983,129,0,0,1
31,39,513,469,984,130,0,0,1
31,28,522,465,964,131,0,0,1
24,538,523,959,960,132,0,0,1
24,524,521,979,976,133,0,0,1
24,535,509,964,967,134,0,0,1
31,18,525,480,979,135,0,0,1
24,528,522,965,964,136,0,0,1
24,539,518,972,966,137,0,0,1
24,533,537,960,979,138,0,0,1
24,520,527,988,959,139,0,0,1
24,518,520,971,982,140,0,0,1
24,34,513,460,981,141,0,0,1
24,534,513,960,981,142,0,0,1
31,38,526,478,963,143,0,0,1
27,34,513,460,981,144,0,0,1
24,535,521,966,976,145,0,0,1
24,512,532,988,983,146,0,0,1
24,536,523,960,964,147,0,0,1
31,12,532,488,983,148,0,0,1
29,34,513,460,981,149,0,0,1
31,34,13,460,481,150,0,0,1
24,531,524,963,965,151,0,0,1
24,538,526,978,963,152,0,0,1
31,30,516,485,964,153,0,0,1
