33,519,513,978,987,0,0,0,0
115,37,28,484,481,4,0,0,4
42,539,18,972,466,8,0,0,4
24,24,13,482,483,11,0,0,3
8,533,537,960,979,15,0,0,4
33,526,532,981,961,17,0,0,2
198,34,513,460,981,21,0,0,4
191,518,520,971,982,24,0,0,3
34,15,530,465,960,27,0,0,3
36,524,13,982,483,31,0,0,4
5,534,513,960,981,34,0,0,3
15,524,13,982,483,38,0,0,4
142,528,522,965,964,42,0,0,4
68,534,13,960,481,45,0,0,3
122,24,513,482,983,48,0,0,3
33,531,524,963,965,49,0,0,1
175,12,531,462,979,52,0,0,3
31,36,523,460,964,56,0,0,4
172,35,509,464,967,59,0,0,3
157,36,523,460,964,62,0,0,3
80,18,520,471,982,65,0,0,3
124,512,532,988,983,68,0,0,3
115,19,21,460,477,69,0,0,1
67,534,513,960,981,73,0,0,4
36,531,515,968,963,77,0,0,4
193,524,513,982,983,81,0,0,4
140,34,13,460,481,84,0,0,3
175,33,537,460,979,85,0,0,1
130,28,18,459,460,88,0,0,3
123,512,532,988,983,92,0,0,4
122,28,18,459,460,95,0,0,3
76,531,24,963,465,99,0,0,4
64,24,21,479,476,102,0,0,3
130,537,28,984,481,105,0,0,3
78,538,526,978,963,109,0,0,4
130,531,24,963,465,110,0,0,1
42,513,10,973,486,111,0,0,1
157,38,526,478,963,113,0,0,2
123,524,13,982,483,116,0,0,3
54,39,13,469,484,120,0,0,4
36,528,515,970,965,121,0,0,1
149,528,522,965,964,124,0,0,3
34,31,515,468,963,125,0,0,1
122,524,21,979,476,128,0,0,3
4,17,527,473,961,132,0,0,4
115,24,513,482,983,136,0,0,4
116,31,515,468,963,139,0,0,3
175,28,522,465,964,141,0,0,2
124,517,527,973,961,142,0,0,1
55,14,510,483,960,145,0,0,3
23,518,520,971,982,149,0,0,4
4,12,531,462,979,150,0,0,1
171,518,25,980,479,153,0,0,3
116,10,538,475,967,154,0,0,1
192,30,516,485,964,157,0,0,3
44,24,513,482,983,160,0,0,3
44,31,15,468,463,163,0,0,3
130,515,30,965,460,164,0,0,1
122,536,23,960,464,165,0,0,1
116,34,513,460,981,166,0,0,1
36,530,516,985,964,167,0,0,1
24,34,13,460,481,168,0,0,1
42,518,25,980,479,169,0,0,1
98,39,18,472,466,172,0,0,3
193,518,525,980,979,173,0,0,1
67,514,10,983,460,176,0,0,3
179,534,513,960,981,180,0,0,4
171,539,18,972,466,181,0,0,1
42,517,27,973,461,182,0,0,1
146,539,518,972,966,185,0,0,3
4,28,522,465,964,187,0,0,2
192,10,538,475,967,188,0,0,1
120,530,516,985,964,191,0,0,3
151,529,17,969,468,195,0,0,4
54,37,28,484,481,196,0,0,1
120,528,522,965,964,197,0,0,1
24,519,521,960,977,200,0,0,3
122,538,23,959,460,201,0,0,1
44,13,10,473,486,202,0,0,1
64,15,30,465,460,203,0,0,1
23,528,522,965,964,204,0,0,1
69,28,18,459,460,207,0,0,3
130,28,518,459,960,210,0,0,3
120,535,521,966,976,211,0,0,1
175,17,527,473,961,212,0,0,1
34,38,526,478,963,213,0,0,1
142,518,520,971,982,214,0,0,1
115,30,31,486,479,215,0,0,1
34,524,13,982,483,218,0,0,3
42,34,13,460,481,222,0,0,4
36,514,510,983,960,223,0,0,1
54,15,30,465,460,224,0,0,1
33,529,517,969,968,225,0,0,1
123,34,513,460,981,228,0,0,3
36,535,521,966,976,232,0,0,4
122,513,10,973,486,233,0,0,1
23,24,513,482,983,237,0,0,4
50,539,13,969,484,240,0,0,3
14,520,527,988,959,244,0,0,4
44,35,21,466,476,246,0,0,2
124,34,13,460,481,249,0,0,3
78,520,527,988,959,251,0,0,2
142,535,509,964,967,256,0,0,5
150,534,13,960,481,260,0,0,4
142,524,513,982,983,261,0,0,1
76,512,31,962,479,265,0,0,4
120,519,521,960,977,266,0,0,1
21,34,13,460,481,270,0,0,4
34,34,513,460,981,275,0,0,5
142,510,538,975,967,276,0,0,1
24,512,531,962,979,277,0,0,1
71,534,513,960,981,280,0,0,3
187,517,527,973,961,284,0,0,4
80,19,521,460,977,285,0,0,1
192,33,537,460,979,291,0,0,6
171,535,21,966,476,292,0,0,1
171,520,16,961,482,293,0,0,1
73,34,13,460,481,296,0,0,3
116,528,18,959,460,300,0,0,4
8,512,532,988,983,304,0,0,4
4,38,526,478,963,307,0,0,3
124,530,516,985,964,308,0,0,1
53,524,521,979,976,311,0,0,3
199,534,13,960,481,314,0,0,3
36,524,521,979,976,319,0,0,5
151,512,31,962,479,320,0,0,1
31,39,518,472,966,324,0,0,4
34,39,518,472,966,328,0,0,4
78,534,13,960,481,332,0,0,4
78,528,522,965,964,336,0,0,4
76,34,513,460,981,340,0,0,4
122,520,16,961,482,344,0,0,4
69,524,513,982,983,348,0,0,4
31,12,531,462,979,354,0,0,6
191,531,524,963,965,357,0,0,3
171,534,513,960,981,360,0,0,3
69,28,15,470,465,361,0,0,1
131,534,513,960,981,365,0,0,4
120,534,13,960,481,368,0,0,3
120,529,517,969,968,373,0,0,5
31,14,510,483,960,375,0,0,2
124,24,13,482,483,376,0,0,1
142,517,527,973,961,377,0,0,1
142,534,13,960,481,380,0,0,3
8,518,520,971,982,384,0,0,4
150,535,521,966,976,388,0,0,4
149,524,513,982,983,391,0,0,3
80,10,538,475,967,393,0,0,2
115,31,15,468,463,394,0,0,1
151,528,15,970,465,405,0,0,11
43,524,13,982,483,408,0,0,3
78,519,513,978,987,411,0,0,3
34,24,513,482,983,412,0,0,1
8,535,521,966,976,413,0,0,1
120,537,528,984,981,414,0,0,1
191,520,527,988,959,419,0,0,5
31,24,513,482,983,420,0,0,1
98,28,18,459,460,423,0,0,3
44,14,10,483,460,427,0,0,4
150,513,510,973,986,428,0,0,1
8,528,515,970,965,433,0,0,5
130,514,18,961,471,434,0,0,1
92,534,513,960,981,437,0,0,3
192,534,13,960,481,441,0,0,4
14,28,18,459,460,444,0,0,3
157,34,13,460,481,447,0,0,3
98,39,13,469,484,448,0,0,1
14,528,515,970,965,452,0,0,4
78,534,513,960,981,453,0,0,1
67,536,23,960,464,456,0,0,3
150,530,516,985,964,457,0,0,1
122,531,15,968,463,459,0,0,2
191,510,538,975,967,460,0,0,1
142,513,510,973,986,461,0,0,1
150,533,537,960,979,462,0,0,1
122,520,27,988,459,463,0,0,1
87,524,13,982,483,467,0,0,4
23,528,515,970,965,474,0,0,7
179,34,13,460,481,477,0,0,3
142,536,523,960,964,478,0,0,1
193,34,13,460,481,481,0,0,3
34,28,522,465,964,482,0,0,1
151,538,26,978,463,483,0,0,1
80,38,523,459,960,487,0,0,4
23,528,18,959,460,491,0,0,4
36,526,532,981,961,495,0,0,4
8,517,527,973,961,496,0,0,1
179,31,515,468,963,499,0,0,3
192,534,513,960,981,502,0,0,3
120,34,513,460,981,505,0,0,3
116,524,13,982,483,509,0,0,4
191,538,523,959,960,513,0,0,4
191,526,532,981,961,514,0,0,1
123,533,537,960,979,518,0,0,4
116,12,532,488,983,523,0,0,5
48,528,18,959,460,526,0,0,3
65,524,513,982,983,529,0,0,3
175,19,521,460,977,531,0,0,2
44,28,15,470,465,532,0,0,1
179,524,13,982,483,535,0,0,3
78,517,527,973,961,541,0,0,6
67,510,38,975,467,542,0,0,1
130,519,21,960,477,543,0,0,1
124,535,521,966,976,544,0,0,1
167,534,13,960,481,547,0,0,3
42,514,12,980,477,548,0,0,1
193,539,513,969,984,554,0,0,6
124,529,517,969,968,555,0,0,1
150,512,532,988,983,556,0,0,1
175,38,526,478,963,562,0,0,6
7,534,13,960,481,566,0,0,4
187,524,521,979,976,569,0,0,3
8,514,512,980,977,570,0,0,1
83,34,13,460,481,573,0,0,3
82,28,518,459,960,576,0,0,3
191,517,527,973,961,577,0,0,1
146,531,524,963,965,581,0,0,4
4,14,512,480,977,584,0,0,3
171,537,28,984,481,588,0,0,4
14,539,518,972,966,593,0,0,5
124,539,513,969,984,594,0,0,1
82,24,513,482,983,598,0,0,4
4,524,13,982,483,602,0,0,4
151,518,25,980,479,604,0,0,2
55,17,527,473,961,607,0,0,3
87,28,518,459,960,610,0,0,3
87,29,517,469,968,612,0,0,2
78,518,520,971,982,614,0,0,2
33,531,515,968,963,615,0,0,1
6,34,13,460,481,619,0,0,4
130,528,18,959,460,620,0,0,1
67,34,13,460,481,623,0,0,3
175,29,517,469,968,625,0,0,2
123,514,512,980,977,626,0,0,1
116,14,518,461,971,627,0,0,1
116,534,513,960,981,631,0,0,4
171,34,13,460,481,634,0,0,3
55,28,518,459,960,637,0,0,3
23,24,13,482,483,641,0,0,4
98,35,21,466,476,643,0,0,2
4,33,537,460,979,644,0,0,1
146,512,531,962,979,646,0,0,2
172,18,525,480,979,649,0,0,3
54,34,513,460,981,653,0,0,4
33,513,510,973,986,659,0,0,6
23,28,518,459,960,663,0,0,4
149,535,509,964,967,666,0,0,3
120,531,524,963,965,671,0,0,5
53,528,522,965,964,675,0,0,4
34,17,527,473,961,677,0,0,2
78,34,513,460,981,681,0,0,4
122,518,20,971,482,685,0,0,4
33,530,511,988,963,686,0,0,1
179,28,518,459,960,689,0,0,3
80,20,527,488,959,690,0,0,1
4,524,513,982,983,694,0,0,4
53,515,530,965,960,697,0,0,3
8,519,521,960,977,698,0,0,1
179,12,532,488,983,702,0,0,4
14,24,513,482,983,706,0,0,4
192,20,527,488,959,709,0,0,3
34,35,521,466,976,710,0,0,1
53,534,13,960,481,714,0,0,4
44,10,38,475,467,720,0,0,6
115,38,26,478,463,722,0,0,2
42,534,13,960,481,723,0,0,1
53,517,527,973,961,727,0,0,4
8,537,528,984,981,730,0,0,3
67,534,13,960,481,732,0,0,2
69,18,20,471,482,733,0,0,1
34,37,528,484,981,739,0,0,6
50,531,15,968,463,742,0,0,3
146,528,518,959,960,747,0,0,5
149,534,13,960,481,751,0,0,4
8,539,518,972,966,756,0,0,5
116,35,521,466,976,757,0,0,1
80,12,531,462,979,759,0,0,2
163,524,513,982,983,762,0,0,3
33,514,518,961,971,769,0,0,7
53,539,518,972,966,770,0,0,1
34,30,516,485,964,771,0,0,1
50,534,513,960,981,774,0,0,3
80,28,518,459,960,775,0,0,1
69,13,10,473,486,776,0,0,1
171,521,29,979,459,780,0,0,4
64,534,513,960,981,784,0,0,4
54,38,23,459,460,790,0,0,6
22,534,13,960,481,794,0,0,4
53,519,521,960,977,799,0,0,5
