33,519,513,978,987,0,0,0,0
115,37,28,484,481,5,0,0,5
42,539,18,972,466,10,0,0,5
24,24,13,482,483,15,0,0,5
8,533,537,960,979,20,0,0,5
33,526,532,981,961,25,0,0,5
198,34,513,460,981,28,0,0,3
191,518,520,971,982,32,0,0,4
34,15,530,465,960,36,0,0,4
36,524,13,982,483,40,0,0,4
5,534,513,960,981,45,0,0,5
15,524,13,982,483,49,0,0,4
142,528,522,965,964,54,0,0,5
68,534,13,960,481,59,0,0,5
122,24,513,482,983,63,0,0,4
33,531,524,963,965,67,0,0,4
175,12,531,462,979,70,0,0,3
31,36,523,460,964,74,0,0,4
172,35,509,464,967,79,0,0,5
157,36,523,460,964,83,0,0,4
80,18,520,471,982,88,0,0,5
124,512,532,988,983,92,0,0,4
115,19,21,460,477,97,0,0,5
67,534,513,960,981,100,0,0,3
36,531,515,968,963,104,0,0,4
193,524,513,982,983,109,0,0,5
140,34,13,460,481,114,0,0,5
175,33,537,460,979,118,0,0,4
130,28,18,459,460,123,0,0,5
123,512,532,988,983,128,0,0,5
122,28,18,459,460,133,0,0,5
76,531,24,963,465,138,0,0,5
64,24,21,479,476,142,0,0,4
130,537,28,984,481,146,0,0,4
78,538,526,978,963,150,0,0,4
130,531,24,963,465,155,0,0,5
42,513,10,973,486,159,0,0,4
157,38,526,478,963,161,0,0,2
123,524,13,982,483,163,0,0,2
54,39,13,469,484,168,0,0,5
36,528,515,970,965,173,0,0,5
149,528,522,965,964,177,0,0,4
34,31,515,468,963,181,0,0,4
122,524,21,979,476,184,0,0,3
4,17,527,473,961,189,0,0,5
115,24,513,482,983,194,0,0,5
116,31,515,468,963,198,0,0,4
175,28,522,465,964,202,0,0,4
124,517,527,973,961,204,0,0,2
55,14,510,483,960,207,0,0,3
23,518,520,971,982,211,0,0,4
4,12,531,462,979,216,0,0,5
171,518,25,980,479,220,0,0,4
116,10,538,475,967,224,0,0,4
192,30,516,485,964,227,0,0,3
44,24,513,482,983,231,0,0,4
44,31,15,468,463,235,0,0,4
130,515,30,965,460,239,0,0,4
122,536,23,960,464,243,0,0,4
116,34,513,460,981,245,0,0,2
36,530,516,985,964,247,0,0,2
24,34,13,460,481,249,0,0,2
42,518,25,980,479,251,0,0,2
98,39,18,472,466,253,0,0,2
193,518,525,980,979,257,0,0,4
67,514,10,983,460,260,0,0,3
179,534,513,960,981,264,0,0,4
171,539,18,972,466,268,0,0,4
42,517,27,973,461,271,0,0,3
146,539,518,972,966,273,0,0,2
4,28,522,465,964,278,0,0,5
192,10,538,475,967,281,0,0,3
120,530,516,985,964,283,0,0,2
151,529,17,969,468,287,0,0,4
54,37,28,484,481,293,0,0,6
120,528,522,965,964,296,0,0,3
24,519,521,960,977,298,0,0,2
122,538,23,959,460,303,0,0,5
44,13,10,473,486,306,0,0,3
64,15,30,465,460,308,0,0,2
23,528,522,965,964,310,0,0,2
69,28,18,459,460,312,0,0,2
130,28,518,459,960,316,0,0,4
120,535,521,966,976,320,0,0,4
175,17,527,473,961,322,0,0,2
34,38,526,478,963,324,0,0,2
142,518,520,971,982,326,0,0,2
115,30,31,486,479,329,0,0,3
34,524,13,982,483,331,0,0,2
42,34,13,460,481,335,0,0,4
36,514,510,983,960,340,0,0,5
54,15,30,465,460,342,0,0,2
33,529,517,969,968,344,0,0,2
123,34,513,460,981,346,0,0,2
36,535,521,966,976,350,0,0,4
122,513,10,973,486,352,0,0,2
23,24,513,482,983,354,0,0,2
50,539,13,969,484,359,0,0,5
14,520,527,988,959,363,0,0,4
44,35,21,466,476,368,0,0,5
124,34,13,460,481,371,0,0,3
78,520,527,988,959,375,0,0,4
142,535,509,964,967,378,0,0,3
150,534,13,960,481,380,0,0,2
142,524,513,982,983,384,0,0,4
76,512,31,962,479,386,0,0,2
120,519,521,960,977,388,0,0,2
21,34,13,460,481,390,0,0,2
34,34,513,460,981,395,0,0,5
142,510,538,975,967,397,0,0,2
24,512,531,962,979,399,0,0,2
71,534,513,960,981,402,0,0,3
187,517,527,973,961,406,0,0,4
80,19,521,460,977,412,0,0,6
192,33,537,460,979,415,0,0,3
171,535,21,966,476,417,0,0,2
171,520,16,961,482,419,0,0,2
73,34,13,460,481,421,0,0,2
116,528,18,959,460,425,0,0,4
8,512,532,988,983,429,0,0,4
4,38,526,478,963,432,0,0,3
